Index,Power,Radiation
65301.0,0.032924022525549,0.017799243330956
7135.0,0.050124663859606,0.034989144653082
3969.0,0.070600882172585,0.061800256371498
73081.0,0.0062617990188301,0.14130353927612
56369.0,0.058426391333342,0.15868586301804
53488.0,0.075487464666367,0.18886439502239
12316.0,0.31440931558609,0.2283434271812399
22108.0,0.02136904373765,0.24681617319584
28157.0,0.031166434288025,0.26916944980621
81993.0,0.20962272584438,0.27516666054726
81992.0,0.0850527361035349,0.2967181801795999
92088.0,0.061884593218565,0.34405454993248
37932.0,0.079746723175049,0.35204014182091
94967.0,0.0100445244461299,0.45264595746994
7422.0,0.024630473926663,0.47993814945221
54928.0,0.085494160652161,0.50251591205597
5120.0,0.062444053590298,0.54363059997559
90937.0,0.0128533476963639,0.57140380144119
65013.0,0.0067385947331786,0.57406568527222
40237.0,0.015325709246099,0.62053608894348
56081.0,0.054857101291418,0.64660960435867
12604.0,0.27448400855064,0.6819835901260399
12892.0,0.18804098665714,0.7087626457214399
15196.0,0.023832928389311,0.7567083239555401
77691.0,0.010453913360834,0.7586326003074599
49599.0,0.014547714963555,0.85818004608154
95830.0,0.083039082586765,0.87504923343658
30462.0,0.024174101650715,0.96189677715302
39949.0,0.019318277016282,0.96555280685425
9150.0,0.094030566513538,0.98476314544678
39372.0,0.16608761250973,0.99345433712006
33611.0,0.0025455893483013,1.0188542604446
56506.0,0.014125999994576,1.024755358696
56657.0,0.067493043839931,1.0502835512161
71029.0,0.46183484792709,1.0531058311462
36203.0,0.23335210978985,1.0657095909119
87770.0,0.014854334294796,1.0814563035965
11741.0,0.0841052606701849,1.0982613563538
54064.0,0.1089784726500499,1.1130779981613002
19804.0,0.0016083336668089,1.134533405304
803.0,0.088429987430573,1.1367783546448
69621.0,0.03093346953392,1.1409795284271
33899.0,0.020800344645977,1.1584901809692
30174.0,0.028169607743621,1.1611520051956
29312.0,0.050090353935957,1.2525215148926
4257.0,0.056251678615808,1.2866767644882
39084.0,0.1354948878288299,1.3019424676895
49743.0,0.06972199678421,1.3315436840057
96406.0,0.0003157034807372,1.3680081367493
53776.0,0.1053472757339499,1.3729150295258
64854.0,0.0066557195968926,1.3836907148361
13468.0,0.19765457510948,1.3904576301575
14332.0,0.056633349508047,1.4395579099655
93240.0,0.042507283389568,1.4823081493378
27869.0,0.058991558849812,1.5053669214249
87482.0,0.0076727303676307,1.5063290596008
48879.0,0.0455250591039659,1.5474116802216002
78269.0,0.10222058743238,1.5528957843781
90634.0,0.041312508285046,1.5627413988113
83451.0,0.05894922465086,1.5820480585098002
34474.0,0.30242118239403,1.5853834152222
74521.0,0.0901492685079569,1.5881414413452
61548.0,0.0385014824569229,1.5934652090073
75385.0,0.0534551069140429,1.6078649759293002
36779.0,0.25271257758141,1.6192179918289
48303.0,0.008112583309412,1.6513849496841002
45710.0,0.053467202931643,1.6661053895950002
515.0,0.11638000607491,1.6924674510956002
62995.0,0.171859562397,1.7190541028976003
64725.0,0.019570665434003,1.730214715004
6272.0,0.018782645463943,1.7338707447052
57658.0,0.017319468781352,1.7669998407363998
20380.0,0.014964968897402,1.7844462394713998
79707.0,0.0043417788110673,1.7907000780106002
23836.0,0.022267948836088,1.8178318738937
55793.0,0.03194060921669,1.839672088623
20955.0,0.017378248274326,1.8598444461823
39526.0,0.0026664924807847,1.9181810617447
9437.0,0.12065178900957,1.934986114502
42541.0,0.11779090762138,1.9446715116501
37644.0,0.060505162924528,1.9477503299713
35496.0,0.0149752022698519,1.9479106664658
61550.0,0.5558888316154499,1.9669927358627
80283.0,0.034475889056921,1.9835733175278
57233.0,0.11575081199408,1.9930982589722
49167.0,0.0489189699292179,2.0112824440002
40813.0,0.036615919321775,2.0232448577881
29598.0,0.004740625154227,2.0325453281403
29886.0,0.015090052969754,2.0494465827942
28733.0,0.13674783706665,2.0525252819061004
9709.0,0.031657118350267,2.0594847202301003
40102.0,0.05031893029809,2.0595166683197
33481.0,0.047527927905321,2.0651931762695
4984.0,0.0069717708975077,2.065994977951
95254.0,0.1527152955532099,2.0824792385101003
13181.0,0.10639134794474,2.0861995220184
57945.0,0.0034209708683193,2.0999257564545
56794.0,0.026750428602099,2.1050572395325
1090.0,0.21196986734867,2.1095790863037
93815.0,0.1354703307151799,2.1110863685608
87194.0,0.084521643817425,2.1212527751923003
40965.0,0.0047205328010023,2.1378014087677
99713.0,0.0024712800513953,2.1405913829803
19516.0,0.000875994679518,2.1463642120361
1667.0,0.030316136777401,2.1493468284607
36491.0,0.23667547106743,2.1676590442657
20668.0,0.012254118919373,2.1760296821594
90074.0,0.027887638658285,2.1768953800201003
93527.0,0.15272037684917,2.1948230266571
55505.0,0.018446365371346,2.2016220092773
3393.0,0.0150837339460849,2.2225961685181
36072.0,0.0545858740806579,2.2513957023621
96118.0,0.0050099184736609,2.2529029846191
25276.0,0.17427921295166,2.2598304748535
22396.0,0.032982010394335,2.2910673618317
4832.0,0.17123059928417,2.3012335300446
37356.0,0.029713220894337,2.3054668903351
57082.0,0.0811856538057329,2.311496257782
57809.0,0.13251948356628,2.3495321273804
86618.0,0.031270671635866,2.3514242172241
22846.0,0.065991722047329,2.3895242214203
43693.0,0.15730434656143,2.4050145149231
53628.0,0.015607460401952,2.4315049648285
74358.0,0.0007618505624122,2.4646980762482
14044.0,0.031282387673855,2.466365814209
92952.0,0.05296479165554,2.4672958850861
63572.0,0.068936362862587,2.4713046550751
37799.0,0.022961549460888,2.4763717651367
42253.0,0.096110038459301,2.4966404438019
3255.0,0.0038455100730062,2.4967367649078
70198.0,0.13683888316154,2.5109441280365
98849.0,0.0032170007470995,2.5159471035004
99425.0,0.017101062461734,2.5242211818695
33768.0,0.0018771983450279,2.525696516037
26590.0,0.014893598854542,2.5286791324615
4120.0,0.020233184099197,2.5362799167633
48591.0,0.019947158172727,2.5431749820709
58962.0,0.083128951489925,2.55735039711
66006.0,0.041480276733637,2.576432466507
34186.0,0.29771426320076,2.5823976993561
5984.0,0.0310452915728089,2.5869195461273
87.0,0.049963533878326,2.5915377140045
38220.0,0.050114363431931,2.5943279266357
29021.0,0.15885253250599,2.6093049049377
7134.0,0.17795519530773,2.616681098938
53916.0,0.042043440043926,2.6187658309937003
13180.0,0.23071382939816,2.6249554157257005
11453.0,0.094453655183315,2.6270399093628
44846.0,0.053027223795652,2.6449675559998
10747.0,0.0028877363074571,2.6565449237823
23998.0,0.0310256816446779,2.6669037342072
46146.0,0.066779553890228,2.6718747615814
25150.0,0.035727832466364,2.6761722564697004
55355.0,0.0513964183628559,2.6794755458832
227.0,0.14273253083229,2.6815280914307
67158.0,0.056303784251213,2.701155424118
951.0,0.0171455014497039,2.710423707962
7001.0,0.03642575442791,2.7108087539673003
43982.0,0.00262111867778,2.7161002159119
48736.0,0.076551616191864,2.7162928581238
7710.0,0.083671227097511,2.7429754734039
34762.0,0.30231380462646,2.7694339752197004
15772.0,0.038732543587685,2.7724807262421
45422.0,0.04442685469985,2.7772912979126
28030.0,0.019458148628473,2.7819736003876
46574.0,0.13096815347672,2.785501241684
46286.0,0.092736184597015,2.7867200374603
95542.0,0.1790911406278599,2.7905685901642
35915.0,0.21080680191517,2.8024988174438
41829.0,0.025729952380061,2.8028516769409
92664.0,0.048600520938635,2.8055455684662003
79995.0,0.029489634558558,2.8190793991089
22558.0,0.064366176724434,2.8401818275452
3105.0,0.053048066794872,2.8597772121428995
43405.0,0.160509750247,2.896594285965
65142.0,0.024824846535921,2.9004747867584
12028.0,0.3372664451599099,2.9027519226074
12475.0,0.063600741326809,2.9154198169707994
92799.0,0.0615180321037769,2.920711517334
24862.0,0.028634000569582,2.9247522354126
30046.0,0.093639381229877,2.9545781612396
93663.0,0.039449095726013,2.973179101944
96693.0,0.082487098872662,2.9735639095306
10590.0,0.0050169983878732,2.9766428470612003
12763.0,0.05731987953186,2.9896636009216
93375.0,0.052713926881552,2.9926140308380003
93951.0,0.0083513204008341,3.0125298500061
9708.0,0.0269741397351029,3.0215737819672
37067.0,0.02386212348938,3.0226962566376
40524.0,0.0045546554028988,3.0228567123413
33322.0,0.26923370361328,3.0237867832184
45573.0,0.0007505513494834,3.0316441059113
36360.0,0.050852801650763,3.0510787963867
5849.0,0.027804039418697,3.0537407398224
25438.0,0.0215690415352579,3.0556008815765
49312.0,0.14635519683361,3.0560817718506
38087.0,0.03481636941433,3.0581343173981
29758.0,0.063880182802677,3.0582625865936
72918.0,0.082379743456841,3.0586154460907
66582.0,0.0087179709225893,3.0690064430237003
94679.0,0.0588079430162909,3.0787239074707
45134.0,0.063514232635498,3.0794613361359
46862.0,0.13679933547974,3.087703704834
41541.0,0.063339710235596,3.0893712043762003
4697.0,0.052107032388449,3.0928027629852
8860.0,0.068475119769573,3.1031296253204
6559.0,0.18662089109421,3.1132640838623
30461.0,0.26947292685509,3.1210250854492
24700.0,0.10098945349455,3.1391448974609
5696.0,0.049144439399242,3.1533844470978
89053.0,0.0009945513447746,3.1542503833771
65430.0,0.0273478347808119,3.1635508537292005
15484.0,0.047423914074898,3.1714401245117
80571.0,0.068932257592678,3.1829535961151003
44707.0,0.04163384437561,3.1917731761932004
73206.0,0.079942725598812,3.2041845321655
37512.0,0.048947088420391,3.2051787376404
375.0,0.0582956448197359,3.2104701995850005
59097.0,0.076352477073669,3.2151205539703
49455.0,0.061755761504173,3.2353570461273
12187.0,0.092451982200146,3.2387566566467
41677.0,0.12984336912632,3.2397828102112003
93087.0,0.062772676348686,3.2421562671661
49887.0,0.043453115969896,3.2468063831329
22270.0,0.025844113901258,3.2675881385803
36648.0,0.070407584309578,3.2713725566864
30334.0,0.093781247735023,3.2796146869659
88920.0,0.0617368519306179,3.2930843830109
38796.0,0.030416369438171,3.2984082698822004
72217.0,0.03142823278904,3.3130323886871
34921.0,0.071611866354942,3.3132247924805
58674.0,0.0026219133287668,3.3132889270782
41100.0,0.25854516029358,3.3228139877318994
70776.0,0.036923568695784,3.3246099948883
